customer_id,churn_probability,reason_1,reason_2,reason_3
C00954,0.3921876654558087,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (3 months) increased churn risk
C00955,0.38989415530429594,Frequent support queries (10) increased churn risk,High satisfaction score (8/10) decreased churn risk,High engagement rate (7/10) decreased churn risk
C00956,0.46886311579384093,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00957,0.03636878060435415,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,High daily watch time (4.5 hours) decreased churn risk
C00958,0.6148305744322716,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00959,0.054931548062120146,High satisfaction score (10/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00960,0.9754177688068799,Low satisfaction score (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Frequent support queries (8) increased churn risk
C00961,0.4804823878218096,Low satisfaction score (2/10) increased churn risk,High daily watch time (4.7 hours) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00962,0.6621213668023297,Few support queries (0) decreased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (3 months) increased churn risk
C00963,0.42085258205738063,High engagement rate (10/10) decreased churn risk,Low satisfaction score (3/10) increased churn risk,Low daily watch time (1.0 hours) increased churn risk
C00964,0.11606726996312865,Long subscription history (24 months) decreased churn risk,On-Time payment history decreased churn risk,Satisfaction score (6/10) decreased churn risk
C00965,0.8453852341592469,Frequent support queries (10) increased churn risk,Low satisfaction score (2/10) increased churn risk,High engagement rate (8/10) decreased churn risk
C00966,0.9544809878736422,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk
C00967,0.6085008628179577,Low engagement rate (4/10) increased churn risk,On-Time payment history decreased churn risk,Short subscription history (6 months) increased churn risk
C00968,0.24408420670730083,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk
C00969,0.7348165240545461,Low engagement rate (1/10) increased churn risk,Frequent support queries (9) increased churn risk,Many promotional offers used (5) decreased churn risk
C00970,0.5003621277436922,Low engagement rate (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High daily watch time (4.8 hours) decreased churn risk
C00971,0.16483984635863622,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (3 months) increased churn risk
C00972,0.4584412759692689,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (1) increased churn risk,Frequent support queries (7) increased churn risk
C00973,0.8380329406389445,Frequent support queries (10) increased churn risk,Low daily watch time (0.8 hours) increased churn risk,Many promotional offers used (4) decreased churn risk
C00974,0.9224392689452322,Low engagement rate (1/10) increased churn risk,Frequent support queries (8) increased churn risk,Many promotional offers used (4) decreased churn risk
C00975,0.19309324437167746,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,High daily watch time (4.9 hours) decreased churn risk
C00976,0.652291548841097,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Delayed payment history increased churn risk
C00977,0.9521782546367079,Low satisfaction score (2/10) increased churn risk,Low daily watch time (1.4 hours) increased churn risk,Short subscription history (3 months) increased churn risk
C00978,0.34715269723677095,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,On-Time payment history decreased churn risk
C00979,0.8081554978699496,Few promotional offers used (0) increased churn risk,Frequent support queries (8) increased churn risk,High engagement rate (8/10) decreased churn risk
C00980,0.9903639142234516,Low satisfaction score (1/10) increased churn risk,Frequent support queries (9) increased churn risk,Low daily watch time (0.5 hours) increased churn risk
C00981,0.015521206502193907,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,On-Time payment history decreased churn risk
C00982,0.05543156117408141,Few support queries (0) decreased churn risk,High satisfaction score (8/10) decreased churn risk,High daily watch time (4.9 hours) decreased churn risk
C00983,0.14237133676648878,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,On-Time payment history decreased churn risk
C00984,0.6123300466399622,Short subscription history (1 months) increased churn risk,High daily watch time (4.5 hours) decreased churn risk,Delayed payment history increased churn risk
C00985,0.40830337360606883,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00986,0.3868101470785169,High satisfaction score (9/10) decreased churn risk,Frequent support queries (9) increased churn risk,Few promotional offers used (0) increased churn risk
C00987,0.00981858436693897,High engagement rate (10/10) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00988,0.36909455177998396,Many promotional offers used (4) decreased churn risk,Low engagement rate (4/10) increased churn risk,On-Time payment history decreased churn risk
C00989,0.15856611651914068,Few support queries (1) decreased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (1 months) increased churn risk
C00990,0.11222003262011775,Few support queries (1) decreased churn risk,Low daily watch time (1.4 hours) increased churn risk,High engagement rate (7/10) decreased churn risk
C00991,0.728182873328057,Frequent support queries (10) increased churn risk,Many promotional offers used (5) decreased churn risk,High daily watch time (4.7 hours) decreased churn risk
C00992,0.5298519746963477,High daily watch time (4.8 hours) decreased churn risk,Short subscription history (1 months) increased churn risk,Few promotional offers used (1) increased churn risk
C00993,0.8111315647989624,Low satisfaction score (3/10) increased churn risk,Many promotional offers used (4) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00994,0.026659791418379257,High satisfaction score (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk
C00995,0.020205367694172777,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00996,0.7588938328381848,High engagement rate (10/10) decreased churn risk,Low daily watch time (0.8 hours) increased churn risk,Short subscription history (1 months) increased churn risk
C00997,0.9534405632028702,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00998,0.40504209217191917,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (4) decreased churn risk
C00999,0.7330951897596902,Few support queries (1) decreased churn risk,Few promotional offers used (0) increased churn risk,Low engagement rate (3/10) increased churn risk
C01000,0.8033632355234029,Frequent support queries (8) increased churn risk,Short subscription history (1 months) increased churn risk,Low engagement rate (4/10) increased churn risk
